ENVIRONMENT,TEMP_C,HUMIDITY_PCT,ECO2_PPM,LUX,CO_PPM,NH3_PPM,NO2_PPM,DT_SCORE
industrial_exhaust,28.21,69.592,4621,12064.8,98.941,49.391,6.943,0
ammonia_leak,16.037,51.003,621,100.2,0.93,318.837,0.02,0
underground_cave,8.082,91.038,1669,49.7,1.521,1.158,0.012,1
greenhouse,26.895,70.061,955,48804.3,0.472,0.781,0.008,2
diesel_exhaust_zone,20.091,64.323,499,12094.8,5.74,0.741,6.496,0
english_garden,16.666,51.475,417,9676.8,0.768,0.263,0.008,2
classroom,20.285,50.961,733,386.7,1.17,0.263,0.015,2
english_garden,17.651,55.92,410,23343.7,0.878,0.325,0.007,2
indoor_kitchen_cooking,28.235,65.428,1527,251.1,2.152,1.59,0.269,1
frozen_wasteland,-28.747,15.594,409,140.8,0.173,0.03,0.002,0
ammonia_leak,26.72,76.807,545,358.2,1.907,390.629,0.027,0
diesel_exhaust_zone,16.871,44.143,556,24543.1,4.48,0.918,6.5,0
indoor_kitchen_cooking,24.71,70.638,993,407.5,3.377,2.69,0.058,1
unventilated_room,20.216,56.544,3708,350.4,0.506,0.381,0.02,0
volcanic_vent,54.529,81.96,4405,26337.1,45.065,2.006,0.801,0
tundra_edge,-3.579,73.997,471,11693.3,0.133,0.137,0.002,1
dry_scrubland,28.237,14.502,462,95501.7,0.599,0.165,0.007,1
frozen_wasteland,-37.6,24.307,423,760.6,0.183,0.016,0.001,0
greenhouse,20.468,62.799,728,29448.8,0.392,0.688,0.026,2
indoor_kitchen_cooking,26.661,50.727,923,269.7,11.903,1.156,0.189,1
frozen_wasteland,-37.451,14.248,419,1802.9,0.028,0.031,0.006,0
ammonia_leak,23.805,41.78,718,278.6,0.93,64.904,0.031,0
english_garden,21.747,55.109,449,29910.3,0.474,0.42,0.005,2
industrial_exhaust,21.392,34.121,4158,2404.4,160.209,92.655,7.374,0
indoor_kitchen_cooking,27.528,50.182,1287,428.2,11.263,1.941,0.269,1
ammonia_leak,19.101,47.244,440,267.3,0.603,485.178,0.006,0
industrial_exhaust,29.189,35.23,3932,15856.5,158.445,39.239,7.152,0
ammonia_leak,23.704,66.577,603,997.2,1.576,486.473,0.023,0
industrial_exhaust,29.37,20.499,3208,8948.2,52.807,64.534,6.136,0
frozen_wasteland,-34.302,31.527,407,3511.1,0.104,0.046,0.005,0
underground_cave,10.223,88.822,1027,41.1,1.768,2.983,0.031,1
underground_cave,10.57,85.13,2048,38,0.661,1.857,0.033,1
unventilated_room,22.178,51.095,3425,238.3,1.911,0.391,0.028,0
underground_cave,13.497,86.274,1403,16.5,1.634,1.967,0.045,1
frozen_wasteland,-21.675,19.361,414,4820.9,0.28,0.079,0.005,0
tundra_edge,-0.706,57.463,447,2583,0.067,0.144,0.007,1
dry_scrubland,37.925,10.347,418,78116.3,0.318,0.172,0.018,1
english_garden,17.454,59.215,463,13311.4,0.225,0.103,0.003,2
tropical_rainforest,27.316,81.185,447,6080,0.416,0.21,0.004,2
dry_scrubland,28.113,13.687,483,50630.1,0.318,0.446,0.003,1
underground_cave,8.918,81.799,1618,3.7,1.827,0.688,0.019,1
tundra_edge,-0.337,74.039,467,4254.4,0.1,0.178,0.007,1
underground_cave,9.543,94.131,2149,20.7,2.332,2.898,0.041,1
unventilated_room,23.302,40.705,3970,243.6,1.802,0.474,0.016,0
tundra_edge,-1.878,67.119,412,1402.8,0.356,0.146,0.007,1
unventilated_room,23.591,52.021,3509,392.7,1.046,0.412,0.01,0
dry_scrubland,32.166,14.502,427,89137.8,0.359,0.125,0.017,1
frozen_wasteland,-20.796,39.24,425,1087,0.139,0.097,0.001,0
urban_roadside,22.311,63.27,641,5877.9,10.406,0.287,0.277,1
urban_roadside,12.927,60.2,455,23610.3,6.559,0.317,0.313,1
volcanic_vent,45.804,85.535,8548,1709.1,105.035,2.25,0.754,0
urban_roadside,24.452,67.392,638,24199.1,7.718,0.509,0.162,1
tundra_edge,4.252,71.314,424,11894.3,0.098,0.138,0.007,1
tropical_rainforest,26.478,91.823,430,13274.7,0.419,0.842,0.004,2
tropical_rainforest,25.726,88.29,445,6425.8,0.481,0.978,0.002,2
english_garden,20.803,59.775,469,24844.6,0.681,0.212,0.004,2
diesel_exhaust_zone,26.467,68.477,643,26917.5,6.726,0.669,7.136,0
frozen_wasteland,-28.185,39.904,436,617.6,0.157,0.007,0.002,0
frozen_wasteland,-25.735,35.501,440,1131,0.249,0.044,0.009,0
diesel_exhaust_zone,19.973,63.525,522,17662,5.985,0.308,4.262,0
tundra_edge,1.614,61.886,467,2882.1,0.293,0.079,0.01,1
tropical_rainforest,26.912,76.975,420,12708.2,0.346,0.573,0.004,2
english_garden,16.037,56.759,476,38068.8,0.932,0.281,0.002,2
greenhouse,25.926,62.95,874,45459,0.974,0.415,0.024,2
unventilated_room,22.648,57.214,3429,477.5,1.944,0.284,0.006,0
underground_cave,10.501,85.035,2429,39.7,2.1,1.266,0.032,1
frozen_wasteland,-20.922,27.684,410,3722.1,0.002,0.034,0.007,0
tundra_edge,-1.862,52.447,472,3965.8,0.387,0.073,0.008,1
unventilated_room,24.483,50.917,4529,130.1,1.846,0.107,0.015,0
tropical_rainforest,27.937,94.018,403,11241.6,0.38,0.962,0.003,2
dry_scrubland,32.925,19.478,468,97878.4,0.595,0.203,0.006,1
urban_roadside,11.611,52.746,570,12313.4,22.256,0.547,0.381,1
tundra_edge,-4.155,57.787,473,8170.3,0.148,0.138,0.004,1
unventilated_room,20.665,43.002,4407,473.8,1.122,0.246,0.018,0
greenhouse,24.556,64.031,958,18263.5,0.194,0.919,0.006,2
volcanic_vent,45.14,59.759,7776,27906,128.586,2.719,4.066,0
underground_cave,8.88,88.218,1140,27.5,1.932,1.362,0.033,1
greenhouse,23.251,65.414,601,30769.6,0.849,0.363,0.016,2
greenhouse,24.965,67.877,896,23568.6,0.839,0.21,0.026,2
urban_roadside,23.586,61.037,673,15643.1,13.42,0.79,0.062,1
volcanic_vent,49.945,67.536,8226,27008.5,62.755,3.597,4.343,0
diesel_exhaust_zone,23.357,66.62,699,21998.1,7.369,0.793,2.413,0
industrial_exhaust,28.365,67.427,2057,38160.3,194.043,79.868,2.06,0
unventilated_room,20.016,54.679,4260,325.3,1.107,0.352,0.012,0
english_garden,16.432,63.303,455,32816.4,0.443,0.267,0.004,2
indoor_kitchen_cooking,23.785,61.68,1687,511.4,10.009,2.914,0.268,1
underground_cave,12.269,93.221,1248,21.5,2.97,2.151,0.006,1
greenhouse,23.077,66.619,769,35225.7,0.724,1.173,0.023,2
dry_scrubland,33.631,15.682,416,58227.1,0.417,0.12,0.015,1
volcanic_vent,73.776,83.641,3124,25840.7,79.599,3.551,0.62,0
industrial_exhaust,19.585,37.077,2946,5521.5,119.951,77.752,1.116,0
tundra_edge,-2.89,65.109,435,6366,0.124,0.004,0.008,1
english_garden,17.583,64.005,433,8079.1,0.797,0.366,0.008,2
frozen_wasteland,-24.585,14.742,443,4746.5,0.203,0.026,0.01,0
ammonia_leak,15.022,53.578,661,200.1,1.561,221.081,0.008,0
greenhouse,25.02,57.462,930,18598.5,0.367,0.865,0.026,2
tropical_rainforest,29.05,77.219,387,9548,0.402,0.953,0.004,2
indoor_kitchen_cooking,23.195,66.768,1511,202.7,3.108,0.867,0.27,1
ammonia_leak,19.686,58.385,519,303.3,1.333,103.524,0.023,0
tundra_edge,1.104,55.569,478,12605.6,0.493,0.055,0.008,1
greenhouse,27.666,65.538,706,38767.3,0.899,0.708,0.015,2
volcanic_vent,52.357,34.791,5280,6751.6,125.486,0.974,4.157,0
tropical_rainforest,27.083,90.329,393,2323.1,0.389,0.589,0.004,2
ammonia_leak,25.591,75.478,687,490.8,1.294,106.312,0.009,0
dry_scrubland,33.73,17.474,464,61138.6,0.276,0.009,0.007,1
tundra_edge,-3.568,70.054,426,19514.1,0.235,0.199,0.01,1
diesel_exhaust_zone,29.101,63.998,610,19276.7,3.48,0.119,7.092,0
frozen_wasteland,-34.501,20.798,424,3358.5,0.068,0.075,0.008,0
underground_cave,8.296,86.561,2386,8.4,0.803,2.541,0.006,1
frozen_wasteland,-38.311,11.738,410,1987.8,0.273,0.061,0.01,0
industrial_exhaust,17.225,68.935,2928,30344.8,140.877,25.627,3.265,0
tundra_edge,-3.982,72.168,440,15228.6,0.252,0.186,0.005,1
urban_roadside,11.261,41.997,534,6305.6,21.885,0.142,0.189,1
english_garden,20.373,45.178,491,28715.9,0.641,0.004,0.003,2
frozen_wasteland,-18.008,25.795,442,4303.1,0.024,0.017,0.006,0
ammonia_leak,25.753,65.785,518,500.9,0.576,237.93,0.049,0
underground_cave,10.579,85.965,1441,7,1.836,1.919,0.033,1
industrial_exhaust,15.084,55.198,2725,9970.1,109.599,88.658,4.964,0
ammonia_leak,22.61,41.742,692,814.9,0.624,213.649,0.02,0
frozen_wasteland,-30.968,27.4,435,1008.6,0.039,0.095,0.003,0
indoor_kitchen_cooking,27.67,67.737,1084,526.3,2.694,0.722,0.095,1
underground_cave,10.053,85.442,2034,9.7,2.978,2.393,0.021,1
classroom,20.096,39.053,606,628,0.866,0.087,0.006,2
english_garden,18.685,61.304,427,20700.7,0.436,0.203,0.006,2
industrial_exhaust,15.315,28.556,3652,12655.8,114.749,82.623,9.485,0
ammonia_leak,26.932,46.251,680,687.3,0.833,295.555,0.005,0
indoor_kitchen_cooking,27.812,66.011,1023,431.5,7.848,2.789,0.165,1
classroom,22.94,44.306,730,326.6,1.043,0.149,0.012,2
indoor_kitchen_cooking,23.62,60.387,1575,256.6,14.364,0.971,0.232,1
unventilated_room,23.855,52.877,4392,499.4,1.49,0.357,0.027,0
urban_roadside,17.429,47.804,639,27936.1,22.066,0.664,0.361,1
classroom,20.116,46.146,669,332.6,0.615,0.285,0.01,2
classroom,21.099,47.836,658,377.5,1.287,0.244,0.012,2
classroom,20.233,53.97,705,493,1.345,0.207,0.015,2
diesel_exhaust_zone,22.946,67.82,682,10476.1,5.098,0.696,7.122,0
tundra_edge,-4.712,63.337,404,8606.5,0.25,0.177,0.008,1
urban_roadside,13.91,66.372,546,28952.9,23.084,0.766,0.051,1
ammonia_leak,20.007,77.284,594,845.3,0.903,82.711,0.023,0
ammonia_leak,18.21,50.583,485,337.4,1.636,128.344,0.04,0
unventilated_room,25.216,41.674,4401,459.2,1.743,0.234,0.012,0
tropical_rainforest,25.568,89.015,414,12191.2,0.438,0.409,0.001,2
tundra_edge,4.62,73.242,455,8459.2,0.138,0.092,0.004,1
tundra_edge,0.117,73.138,451,14423.4,0.116,0.126,0.006,1
indoor_kitchen_cooking,26.596,65.417,1499,591.6,9.166,1.522,0.176,1
industrial_exhaust,20.325,43.134,1679,6414.6,46.381,15.298,6.775,0
urban_roadside,13.294,51.122,500,20479.7,6.824,0.368,0.259,1
indoor_kitchen_cooking,27.729,62.208,1206,567.5,6.689,1.859,0.067,1
urban_roadside,13.749,51.302,640,5019.2,23.284,0.364,0.219,1
ammonia_leak,18.157,59.733,505,112.9,0.268,475.468,0.023,0
tundra_edge,2.993,71.239,425,18120.7,0.13,0.198,0.003,1
dry_scrubland,36.126,21.444,443,91196.1,0.711,0.357,0.013,1
volcanic_vent,72.163,62.419,4381,19174.7,147.845,2.47,3.832,0
ammonia_leak,28.897,64.847,615,971.7,0.884,307.952,0.019,0
tundra_edge,0.977,68.68,457,5420,0.292,0.135,0.002,1
classroom,21.036,40.873,782,500.5,1.268,0.071,0.02,2
tundra_edge,-3.506,74.461,452,13468.1,0.335,0.073,0.004,1
tundra_edge,-4.74,54.073,407,1894.6,0.414,0.018,0.009,1
volcanic_vent,72.615,55.242,4096,7566.4,116.098,4.299,1.792,0
english_garden,18.504,48.573,491,35856.6,0.369,0.319,0.006,2
underground_cave,12.352,93.218,1931,48.5,2.416,2.98,0.012,1
industrial_exhaust,23.321,43.644,2771,5705.3,56.568,20.171,7.542,0
ammonia_leak,23.958,65.471,412,514.3,1.567,77.463,0.045,0
unventilated_room,23.675,42.295,4914,406.4,1.089,0.119,0.013,0
diesel_exhaust_zone,28.719,41.055,634,13383.3,6.287,0.265,6.284,0
english_garden,15.508,54.166,500,39875.1,0.166,0.107,0.003,2
volcanic_vent,74.803,42.347,8336,5258.6,144.455,3.683,4.291,0
dry_scrubland,31.985,19.207,464,92444,0.307,0.151,0.016,1
unventilated_room,23.913,52.073,3962,468.8,0.896,0.155,0.019,0
unventilated_room,21.349,46.131,4248,325.2,1.238,0.457,0.016,0
ammonia_leak,21.823,61.756,696,722.1,0.388,276.103,0.004,0
english_garden,20.45,46.172,499,24941.8,0.79,0.5,0.01,2
ammonia_leak,18.377,49.928,412,790,0.106,475.697,0.046,0
greenhouse,25.561,65.453,994,27324.1,0.584,0.473,0.007,2
classroom,20.706,51.489,794,565.3,1.086,0.29,0.009,2
diesel_exhaust_zone,26.269,60.887,620,12610.3,4.694,0.377,3.28,0
underground_cave,8.72,88.509,1768,28.8,2.816,0.783,0.027,1
diesel_exhaust_zone,25.124,62.686,531,11049,7.649,0.109,4.729,0
tundra_edge,-1.604,56.529,424,6746.5,0.108,0.038,0.006,1
ammonia_leak,25.095,70.722,534,586.9,0.507,351.249,0.007,0
classroom,22.813,38.427,724,579.5,0.369,0.104,0.018,2
indoor_kitchen_cooking,28.39,53.431,831,561.3,14.041,1.714,0.106,1
english_garden,15.756,45.026,439,31442.7,0.972,0.442,0.005,2
volcanic_vent,42.585,75.791,5078,19320.4,35.757,1.725,3.362,0
urban_roadside,24.779,67.26,687,21432.6,7.241,0.923,0.321,1
diesel_exhaust_zone,25.745,65.846,478,17270.2,6.434,0.8,2.138,0
unventilated_room,20.423,57.135,3561,137.6,1.31,0.148,0.023,0
indoor_kitchen_cooking,23.32,62.816,1174,432.7,10.765,2.91,0.249,1
underground_cave,8.509,78.151,1110,20.8,1.587,2.249,0.012,1
indoor_kitchen_cooking,27.185,53.81,883,221.5,14.668,0.729,0.282,1
classroom,19.868,38.819,578,736.8,1.091,0.186,0.019,2
english_garden,19.019,55.703,472,37973.4,0.922,0.088,0.009,2
classroom,19.58,41.674,642,672.6,0.84,0.128,0.011,2
tundra_edge,-2.562,56.073,421,2133.6,0.094,0.037,0.003,1
unventilated_room,25.719,49.036,4196,464.4,1.257,0.419,0.006,0
frozen_wasteland,-30.982,19.588,418,280.4,0.057,0.016,0.005,0
volcanic_vent,51.474,55.228,9952,19505.4,18.44,2.362,4.395,0
urban_roadside,24.19,54.9,475,23249.5,22.318,0.447,0.494,1
volcanic_vent,48.673,84.918,9547,13365.7,139.232,2.615,4.287,0
greenhouse,27.86,62.354,677,30278.4,0.152,0.502,0.02,2
greenhouse,21.362,58.823,961,27910.8,0.913,1.486,0.028,2
underground_cave,8.264,84.81,2257,7,2.475,2.247,0.009,1
ammonia_leak,18.562,52.414,787,127.7,1.729,197.029,0.049,0
underground_cave,8.101,84.905,1664,14.1,0.906,2.286,0.025,1
diesel_exhaust_zone,19.137,62.614,590,11010,7.894,0.382,7.334,0
indoor_kitchen_cooking,29.902,67.445,1054,504,6.505,1.459,0.22,1
volcanic_vent,77.204,69.423,8433,15038.5,21.281,2.548,3.922,0
volcanic_vent,42.017,39.218,8300,11667,148.449,4.627,2.173,0
frozen_wasteland,-33.294,28.376,428,4657.2,0.246,0.082,0.009,0
volcanic_vent,62.898,79.217,7454,1069.7,94.614,0.971,0.983,0
indoor_kitchen_cooking,29.336,53.671,1001,425.2,6.165,2.36,0.154,1
underground_cave,10.786,79.098,2494,45.4,2.195,0.696,0.012,1
unventilated_room,23.221,57.051,4998,481.6,0.769,0.295,0.019,0
english_garden,21.593,52.912,410,17656.5,0.223,0.079,0.01,2
frozen_wasteland,-38.928,30.292,432,394.2,0.2,0.004,0.005,0
english_garden,17.12,55.67,450,13396.3,0.947,0.077,0.007,2
tundra_edge,2.616,56.453,455,6290,0.483,0.16,0.008,1
greenhouse,24.623,74.192,711,18165.6,0.995,0.436,0.015,2
greenhouse,23.409,64.351,764,43157.7,0.385,0.697,0.009,2
tundra_edge,1.49,66.409,445,17357,0.353,0.091,0.009,1
underground_cave,12.991,76.231,2032,1.9,2.217,0.644,0.043,1
underground_cave,10.921,85.022,1550,27.9,1.421,2.603,0.043,1
diesel_exhaust_zone,19.37,52.611,655,10914.3,1.695,0.915,2.066,0
urban_roadside,12.741,66.466,522,10479.8,10.461,0.794,0.085,1
volcanic_vent,50.448,41.369,8538,14954.5,109.175,1.349,1.407,0
urban_roadside,10.105,63.948,587,21843.4,19.043,0.43,0.208,1
underground_cave,10.912,91.949,1637,28.1,2.756,2.053,0.049,1
ammonia_leak,25.437,54.061,669,492.4,1.56,85.035,0.011,0
tropical_rainforest,28.341,90.858,392,12559.9,0.36,0.619,0.005,2
greenhouse,24.086,70.617,803,35352,0.41,0.479,0.026,2
unventilated_room,24.471,45.836,3712,123.8,1.023,0.366,0.023,0
frozen_wasteland,-31.32,35.79,446,3731.1,0.116,0.099,0.002,0
frozen_wasteland,-32.367,37.081,449,321.1,0.029,0.04,0.006,0
urban_roadside,23.287,50.479,471,25238,6.81,0.689,0.308,1
frozen_wasteland,-33.388,39.639,445,1751.4,0.035,0.015,0.008,0
ammonia_leak,16.694,76.926,744,597.5,1.625,448.177,0.043,0
tundra_edge,3.247,60.073,456,10419.7,0.072,0.067,0.003,1
classroom,21.679,48.942,720,320.1,1.008,0.063,0.014,2
volcanic_vent,49.879,83.001,3387,29372.3,66.899,1.565,2.173,0
classroom,20.908,53.68,847,539.7,0.723,0.058,0.019,2
tropical_rainforest,24.504,87.032,441,13608,0.233,0.427,0.004,2
greenhouse,25.66,59.982,843,39737.5,0.265,1.482,0.025,2
classroom,19.281,43.342,604,658,0.445,0.233,0.015,2
dry_scrubland,28.83,14.775,444,54661.7,0.256,0.332,0.002,1
indoor_kitchen_cooking,26.848,66.553,1487,473.4,2.6,0.726,0.053,1
ammonia_leak,18.906,76.496,412,543.3,0.51,88.687,0.02,0
tropical_rainforest,26.641,87.751,395,11281.1,0.205,0.678,0.004,2
frozen_wasteland,-32.289,31.098,443,2469.7,0.094,0.054,0.002,0
indoor_kitchen_cooking,24.634,49.146,885,496.8,11.057,2.606,0.225,1
english_garden,15.703,60.049,459,20289,0.967,0.157,0.002,2
tropical_rainforest,24.897,85.048,395,1707.3,0.379,0.454,0.003,2
tundra_edge,2.482,52.945,449,10367.4,0.166,0.045,0.007,1
industrial_exhaust,34.35,29.149,2170,8599.3,126.601,63.385,8.429,0
industrial_exhaust,30.214,40.655,4524,12116.8,170.682,15.855,3.67,0
industrial_exhaust,17.233,38.712,2133,11314.2,197.75,60.341,9.046,0
tropical_rainforest,29.367,75.639,384,7028.7,0.328,0.209,0.002,2
dry_scrubland,28.798,21.808,410,85094.5,0.16,0.248,0.005,1
unventilated_room,20.528,48.019,3833,462.8,0.794,0.133,0.028,0
ammonia_leak,19,73.655,737,392.4,0.397,371.817,0.002,0
dry_scrubland,30.969,20.2,407,72853.9,0.645,0.342,0.004,1
underground_cave,12.307,75.829,2165,6.5,0.734,1.339,0.007,1
frozen_wasteland,-20.717,11.591,421,326.6,0.064,0.053,0.002,0
indoor_kitchen_cooking,24.259,69.519,1408,301.2,3.772,2.777,0.109,1
greenhouse,23.449,56.045,722,33954.2,0.413,0.234,0.02,2
greenhouse,24.559,59.559,809,42378.8,0.273,1.081,0.03,2
classroom,22.052,36.916,551,681.5,0.46,0.232,0.018,2
frozen_wasteland,-37.518,30.772,420,521.6,0.169,0.066,0.009,0
classroom,19.095,37.086,725,604.8,0.667,0.298,0.017,2
greenhouse,26.236,57.446,727,15381.5,0.396,0.805,0.025,2
volcanic_vent,73.544,37.571,7038,19494.4,39.483,2.517,4.391,0
greenhouse,20.673,63.629,660,32576.7,0.557,0.269,0.012,2
volcanic_vent,59.725,72.743,8719,4797.9,90.959,3.867,1.961,0
indoor_kitchen_cooking,28.747,49.053,808,293,8.663,0.732,0.123,1
underground_cave,10.944,84.992,2276,49.5,1.055,1.623,0.034,1
industrial_exhaust,16.524,56.211,1821,10788.8,196.649,91.368,3.148,0
volcanic_vent,74.919,73.456,9074,16357.6,113.13,2.731,1.246,0
industrial_exhaust,33.572,66.077,4714,9918,71.123,76.956,2.381,0
indoor_kitchen_cooking,29.227,51.797,1008,394.4,9.254,1.175,0.295,1
ammonia_leak,15.585,66.886,769,624.1,1.31,308.792,0.039,0
underground_cave,8.887,83.847,1633,31.7,0.7,2.4,0.026,1
tropical_rainforest,24.809,86.186,414,10131.5,0.138,0.654,0.004,2
volcanic_vent,65.203,31.146,3505,7719.8,119.928,4.79,2.117,0
volcanic_vent,69.617,71.176,3121,13299.2,42.385,1.319,4.773,0
indoor_kitchen_cooking,23.178,47.782,1292,576.1,13.251,2.753,0.179,1
industrial_exhaust,22.712,64.346,2644,24660.2,51.794,47.471,9.609,0
classroom,22.244,53.193,783,719.5,0.419,0.156,0.015,2
indoor_kitchen_cooking,27.416,53.849,1373,594.3,4.962,2.009,0.204,1
english_garden,18.427,60.271,409,27663.4,0.67,0.202,0.01,2
diesel_exhaust_zone,23.425,61.198,489,11381.5,1.077,0.383,3.179,0
dry_scrubland,37.108,21.325,439,96188.9,0.206,0.052,0.01,1
unventilated_room,23.221,47.578,3789,354.2,1.49,0.385,0.015,0
ammonia_leak,21.647,65.515,608,613.7,0.921,113.424,0.023,0
unventilated_room,25.152,41.301,3897,145.1,0.927,0.195,0.019,0
tropical_rainforest,27.842,83.779,394,10196.4,0.412,0.357,0.001,2
underground_cave,8.842,91.529,1917,9.3,1.117,2.879,0.036,1
greenhouse,24.525,58.885,775,23934,0.922,1.139,0.018,2
underground_cave,8.441,84.026,1503,20.9,0.731,2.834,0.036,1
underground_cave,8.108,85.683,2029,6.1,2.85,2.555,0.046,1
classroom,22.034,37.155,609,438,1.148,0.136,0.007,2
greenhouse,20.42,74.606,860,35768.7,0.973,1.015,0.015,2
indoor_kitchen_cooking,23.152,69.965,981,378.4,14.256,1.57,0.28,1
greenhouse,27.801,72.357,805,42300.7,0.269,0.561,0.009,2
classroom,22.538,40.047,704,455,0.56,0.054,0.01,2
greenhouse,21.587,69.129,924,39540.1,0.552,0.436,0.03,2
unventilated_room,22.5,47.664,3082,485.5,1.375,0.387,0.029,0
frozen_wasteland,-32.844,22.373,429,3626.8,0.059,0.069,0.005,0
greenhouse,26.125,55.707,992,48246.8,0.638,0.996,0.007,2
unventilated_room,24.512,40.174,4587,346.2,1.522,0.185,0.006,0
ammonia_leak,15.501,44.662,479,281.3,1.261,488.557,0.002,0
classroom,19.983,45.571,723,371.7,1.457,0.017,0.015,2
diesel_exhaust_zone,29.182,49.357,602,6751.8,7.865,0.137,6.648,0
indoor_kitchen_cooking,27.706,55.268,1223,450,2.703,2.358,0.09,1
diesel_exhaust_zone,16.771,60.636,675,16255.1,3.412,0.329,4.526,0
urban_roadside,20.475,43.327,587,6425.3,22.379,0.48,0.059,1
diesel_exhaust_zone,27.64,44.411,677,18756.1,7.665,0.545,1.714,0
classroom,19.438,38.247,699,453,1.05,0.273,0.009,2
english_garden,20.824,63.395,409,35023.5,0.319,0.294,0.006,2
volcanic_vent,47.732,72.796,3432,23864.5,40.031,4.546,1.414,0
dry_scrubland,34.133,23.074,413,88105.6,0.633,0.048,0.013,1
tropical_rainforest,24.526,89.557,411,14896.4,0.412,0.36,0.004,2
indoor_kitchen_cooking,23.983,74.416,1003,295.2,6.104,2.272,0.142,1
indoor_kitchen_cooking,23.684,53.428,1199,506.4,3.072,1.4,0.172,1
greenhouse,20.863,59.767,736,16905.2,0.4,1.232,0.029,2
tropical_rainforest,27.119,80.914,408,10532.2,0.299,0.374,0.004,2
greenhouse,22.408,56.712,827,36991.2,0.591,0.689,0.027,2
greenhouse,22.308,73.354,996,41371.4,0.932,1.066,0.009,2
greenhouse,25.899,63.687,716,32007.5,0.785,0.522,0.009,2
greenhouse,25.621,69.993,698,40864.4,0.956,1.27,0.027,2
industrial_exhaust,25.995,46.634,4112,10402.4,144.078,77.955,5.657,0
english_garden,21.573,47.686,412,11425.2,0.598,0.136,0.006,2
classroom,22.972,50.038,807,515.5,0.632,0.135,0.018,2
urban_roadside,12.754,64.864,489,21768.7,6.85,0.872,0.138,1
volcanic_vent,47.846,52.227,9408,12502.1,29.89,2.563,3.598,0
urban_roadside,14.209,62.598,690,8824.8,20.899,0.181,0.348,1
dry_scrubland,33.672,11.133,432,60891.6,0.422,0.389,0.003,1
underground_cave,13.409,86.452,1155,20.2,1.152,2.211,0.046,1
volcanic_vent,52.743,48.539,5947,26585.1,27.655,2.383,4.218,0
greenhouse,23.062,61.16,765,45674,0.755,0.316,0.021,2
industrial_exhaust,28.854,44.747,3189,33956.2,48.015,37.059,1.667,0
ammonia_leak,20.623,49.574,431,197.2,1.579,416.886,0.03,0
frozen_wasteland,-20.133,26.565,402,660.8,0.146,0.089,0.007,0
tundra_edge,3.301,54.249,400,3462.3,0.093,0.072,0.004,1
volcanic_vent,73.474,53.595,9945,6609.6,12.311,3.434,1.404,0
dry_scrubland,30.852,13.881,490,76066.9,0.595,0.323,0.006,1
english_garden,16.544,49.388,444,8928.8,0.403,0.34,0.005,2
indoor_kitchen_cooking,29.951,71.663,1351,463.6,13.713,2.991,0.197,1
tundra_edge,1.182,64.516,474,10980,0.052,0.189,0.003,1
industrial_exhaust,18.593,51.273,2551,10267.8,53.094,43.038,2.453,0
greenhouse,22.423,62.879,966,37579.7,0.439,0.813,0.021,2
volcanic_vent,47.293,60.6,9689,12446.8,141.652,4.961,3.183,0
frozen_wasteland,-22.277,28.277,443,3143.6,0.266,0.038,0.006,0
english_garden,16.914,61.694,498,15799.4,0.596,0.192,0.009,2
